PdfType: central
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00 
1.14018E+00 1.22539E+00 1.32482E+00 1.44156E+00 1.57954E+00 1.74381E+00 1.94091E+00 2.12132E+00 2.17945E+00 2.49622E+00 2.89383E+00 3.39925E+00 4.05063E+00 4.90286E+00 6.03623E+00 7.57063E+00 9.68869E+00 1.26749E+01 1.69835E+01 2.33578E+01 3.30501E+01 4.82334E+01 7.28041E+01 1.13998E+02 1.85779E+02 3.16228E+02 
1 2 3 -1 -2 -3 
-2.209826e-07 1.605628e-07 0.000000e+00 9.718171e-07 -9.718171e-07 0.000000e+00
-2.089389e-07 1.595106e-07 0.000000e+00 9.718169e-07 -9.718169e-07 0.000000e+00
-1.966787e-07 1.584395e-07 0.000000e+00 9.718169e-07 -9.718169e-07 0.000000e+00
-1.842127e-07 1.573504e-07 0.000000e+00 9.718168e-07 -9.718168e-07 0.000000e+00
-1.715516e-07 1.562442e-07 0.000000e+00 9.718167e-07 -9.718167e-07 0.000000e+00
-1.587060e-07 1.551220e-07 0.000000e+00 9.718167e-07 -9.718167e-07 0.000000e+00
-1.456860e-07 1.539845e-07 0.000000e+00 9.718165e-07 -9.718165e-07 0.000000e+00
-1.325017e-07 1.528327e-07 0.000000e+00 9.718164e-07 -9.718164e-07 0.000000e+00
-1.191629e-07 1.516673e-07 0.000000e+00 9.718163e-07 -9.718163e-07 0.000000e+00
-1.056790e-07 1.504893e-07 0.000000e+00 9.718162e-07 -9.718162e-07 0.000000e+00
-4.837183e-07 2.415679e-07 0.000000e+00 1.290774e-06 -1.290774e-06 0.000000e+00
-4.740501e-07 2.406783e-07 0.000000e+00 1.290774e-06 -1.290774e-06 0.000000e+00
-4.640094e-07 2.397545e-07 0.000000e+00 1.290774e-06 -1.290774e-06 0.000000e+00
-4.535979e-07 2.387966e-07 0.000000e+00 1.290774e-06 -1.290774e-06 0.000000e+00
-4.428184e-07 2.378048e-07 0.000000e+00 1.290774e-06 -1.290774e-06 0.000000e+00
-4.316757e-07 2.367796e-07 0.000000e+00 1.290774e-06 -1.290774e-06 0.000000e+00
-4.201745e-07 2.357214e-07 0.000000e+00 1.290774e-06 -1.290774e-06 0.000000e+00
-4.110333e-07 2.348803e-07 0.000000e+00 1.290774e-06 -1.290774e-06 0.000000e+00
-4.083212e-07 2.346307e-07 0.000000e+00 1.290774e-06 -1.290774e-06 0.000000e+00
-3.951538e-07 2.334193e-07 0.000000e+00 1.290773e-06 -1.290773e-06 0.000000e+00
-3.815952e-07 2.321718e-07 0.000000e+00 1.290773e-06 -1.290773e-06 0.000000e+00
-3.676561e-07 2.308893e-07 0.000000e+00 1.290773e-06 -1.290773e-06 0.000000e+00
-3.533489e-07 2.295729e-07 0.000000e+00 1.290773e-06 -1.290773e-06 0.000000e+00
-3.386855e-07 2.282238e-07 0.000000e+00 1.290773e-06 -1.290773e-06 0.000000e+00
-3.236794e-07 2.268431e-07 0.000000e+00 1.290773e-06 -1.290773e-06 0.000000e+00
-3.083442e-07 2.254322e-07 0.000000e+00 1.290773e-06 -1.290773e-06 0.000000e+00
-2.926938e-07 2.239922e-07 0.000000e+00 1.290773e-06 -1.290773e-06 0.000000e+00
-2.767424e-07 2.225246e-07 0.000000e+00 1.290773e-06 -1.290773e-06 0.000000e+00
-2.605041e-07 2.210305e-07 0.000000e+00 1.290772e-06 -1.290772e-06 0.000000e+00
-2.439933e-07 2.195114e-07 0.000000e+00 1.290772e-06 -1.290772e-06 0.000000e+00
-2.272241e-07 2.179685e-07 0.000000e+00 1.290772e-06 -1.290772e-06 0.000000e+00
-2.102104e-07 2.164031e-07 0.000000e+00 1.290772e-06 -1.290772e-06 0.000000e+00
-1.929658e-07 2.148165e-07 0.000000e+00 1.290772e-06 -1.290772e-06 0.000000e+00
-1.755036e-07 2.132098e-07 0.000000e+00 1.290771e-06 -1.290771e-06 0.000000e+00
-1.578368e-07 2.115844e-07 0.000000e+00 1.290771e-06 -1.290771e-06 0.000000e+00
-1.399777e-07 2.099412e-07 0.000000e+00 1.290771e-06 -1.290771e-06 0.000000e+00
-6.406980e-07 3.370133e-07 0.000000e+00 1.714571e-06 -1.714571e-06 0.000000e+00
-6.278923e-07 3.357724e-07 0.000000e+00 1.714571e-06 -1.714571e-06 0.000000e+00
-6.145933e-07 3.344837e-07 0.000000e+00 1.714571e-06 -1.714571e-06 0.000000e+00
-6.008032e-07 3.331476e-07 0.000000e+00 1.714571e-06 -1.714571e-06 0.000000e+00
-5.865258e-07 3.317641e-07 0.000000e+00 1.714570e-06 -1.714570e-06 0.000000e+00
-5.717674e-07 3.303340e-07 0.000000e+00 1.714570e-06 -1.714570e-06 0.000000e+00
-5.565341e-07 3.288579e-07 0.000000e+00 1.714570e-06 -1.714570e-06 0.000000e+00
-5.444265e-07 3.276846e-07 0.000000e+00 1.714570e-06 -1.714570e-06 0.000000e+00
-5.408343e-07 3.273365e-07 0.000000e+00 1.714570e-06 -1.714570e-06 0.000000e+00
-5.233941e-07 3.256466e-07 0.000000e+00 1.714570e-06 -1.714570e-06 0.000000e+00
-5.054357e-07 3.239065e-07 0.000000e+00 1.714570e-06 -1.714570e-06 0.000000e+00
-4.869733e-07 3.221175e-07 0.000000e+00 1.714570e-06 -1.714570e-06 0.000000e+00
-4.680234e-07 3.202813e-07 0.000000e+00 1.714569e-06 -1.714569e-06 0.000000e+00
-4.486017e-07 3.183993e-07 0.000000e+00 1.714569e-06 -1.714569e-06 0.000000e+00
-4.287261e-07 3.164733e-07 0.000000e+00 1.714569e-06 -1.714569e-06 0.000000e+00
-4.084146e-07 3.145052e-07 0.000000e+00 1.714569e-06 -1.714569e-06 0.000000e+00
-3.876856e-07 3.124966e-07 0.000000e+00 1.714568e-06 -1.714568e-06 0.000000e+00
-3.665579e-07 3.104493e-07 0.000000e+00 1.714568e-06 -1.714568e-06 0.000000e+00
-3.450503e-07 3.083652e-07 0.000000e+00 1.714568e-06 -1.714568e-06 0.000000e+00
-3.231818e-07 3.062462e-07 0.000000e+00 1.714568e-06 -1.714568e-06 0.000000e+00
-3.009710e-07 3.040940e-07 0.000000e+00 1.714567e-06 -1.714567e-06 0.000000e+00
-2.784363e-07 3.019104e-07 0.000000e+00 1.714567e-06 -1.714567e-06 0.000000e+00
-2.555957e-07 2.996971e-07 0.000000e+00 1.714566e-06 -1.714566e-06 0.000000e+00
-2.324671e-07 2.974560e-07 0.000000e+00 1.714566e-06 -1.714566e-06 0.000000e+00
-2.090674e-07 2.951886e-07 0.000000e+00 1.714565e-06 -1.714565e-06 0.000000e+00
-1.854131e-07 2.928965e-07 0.000000e+00 1.714565e-06 -1.714565e-06 0.000000e+00
-8.486431e-07 4.701961e-07 0.000000e+00 2.277722e-06 -2.277722e-06 0.000000e+00
-8.316813e-07 4.684650e-07 0.000000e+00 2.277722e-06 -2.277722e-06 0.000000e+00
-8.140665e-07 4.666674e-07 0.000000e+00 2.277722e-06 -2.277722e-06 0.000000e+00
-7.958011e-07 4.648033e-07 0.000000e+00 2.277722e-06 -2.277722e-06 0.000000e+00
-7.768901e-07 4.628733e-07 0.000000e+00 2.277721e-06 -2.277721e-06 0.000000e+00
-7.573420e-07 4.608783e-07 0.000000e+00 2.277721e-06 -2.277721e-06 0.000000e+00
-7.371650e-07 4.588192e-07 0.000000e+00 2.277721e-06 -2.277721e-06 0.000000e+00
-7.211283e-07 4.571825e-07 0.000000e+00 2.277720e-06 -2.277720e-06 0.000000e+00
-7.163700e-07 4.566971e-07 0.000000e+00 2.277720e-06 -2.277720e-06 0.000000e+00
-6.932699e-07 4.543395e-07 0.000000e+00 2.277720e-06 -2.277720e-06 0.000000e+00
-6.694835e-07 4.519120e-07 0.000000e+00 2.277720e-06 -2.277720e-06 0.000000e+00
-6.450295e-07 4.494164e-07 0.000000e+00 2.277720e-06 -2.277720e-06 0.000000e+00
-6.199297e-07 4.468547e-07 0.000000e+00 2.277719e-06 -2.277719e-06 0.000000e+00
-5.942050e-07 4.442295e-07 0.000000e+00 2.277719e-06 -2.277719e-06 0.000000e+00
-5.678791e-07 4.415428e-07 0.000000e+00 2.277719e-06 -2.277719e-06 0.000000e+00
-5.409757e-07 4.387972e-07 0.000000e+00 2.277718e-06 -2.277718e-06 0.000000e+00
-5.135195e-07 4.359952e-07 0.000000e+00 2.277718e-06 -2.277718e-06 0.000000e+00
